row_id,customer_segment,order_amount_old,cost,is_return,payment_method,hour_of_day,date
1232,premium,76.69,40.63,0,credit_card,10,19-12-2024
1233,premium,73.31,50.68,0,credit_card,9,04-12-2024
1234,platinum,234.58,158.07,0,credit_card,12,2024.04.19
1235,standard,18.92,7.76,0,debit_card,13,06-12-2024
1236,premium,135.88,88.68,0,paypal,15,28-09-2024
1237,premium,164.22,108.9,0,debit_card,13,2024.03.27
1238,platinum,281.17,172.27,0,credit_card,9,18-11-2024
1239,platinum,309.21,206.72,1,debit_card,13,2024.03.25
1240,standard,5.0,1.77,0,debit_card,10,2024.04.19
1241,standard,64.22,25.9,0,credit_card,10,24-09-2024
1242,standard,46.21,15.29,0,debit_card,20,09-09-2024
1243,platinum,138.41,71.92,0,credit_card,20,2024.11.14
1244,standard,81.1,36.77,0,credit_card,9,2024.11.05
1245,premium,66.22,36.01,0,credit_card,9,17-04-2024
1246,premium,181.61,78.96,1,credit_card,9,20-12-2024
1247,platinum,232.07,168.06,0,credit_card,18,20-03-2024
1248,standard,39.57,23.25,0,credit_card,12,2024.01.20
1249,platinum,102.92,61.57,1,credit_card,9,2024.05.10
1250,standard,62.2,28.87,0,debit_card,13,2024.09.16
1251,premium,73.95,36.77,0,credit_card,21,06-09-2024
1252,premium,105.21,53.47,0,paypal,13,08-03-2024
1253,platinum,138.1,77.87,0,debit_card,14,25-09-2024
1254,standard,60.32,30.71,1,debit_card,13,24-05-2024
1255,premium,101.04,54.17,0,paypal,9,23-11-2024
1256,premium,148.99,83.54,0,credit_card,12,2024.03.05
1257,premium,76.47,52.01,0,credit_card,9,26-11-2024
1258,standard,60.39,32.94,0,paypal,15,04-03-2024
1259,standard,36.44,13.13,0,debit_card,14,2024.11.01
1260,standard,81.04,41.51,0,credit_card,12,2024.02.16
1261,standard,68.73,38.41,0,credit_card,13,27-10-2024
1262,standard,107.36,45.75,1,credit_card,21,31-01-2024
1263,standard,38.23,13.11,0,paypal,18,30-01-2024
1264,standard,5.0,2.59,0,paypal,20,27-08-2024
1265,premium,62.88,42.38,0,debit_card,20,03-08-2024
1266,premium,118.21,55.07,0,debit_card,15,2024.09.25
1267,premium,104.07,71.6,0,paypal,15,19-11-2024
1268,platinum,,48.38,0,paypal,11,2024.09.27
1269,standard,64.79,36.98,0,credit_card,18,2024.05.30
1270,standard,66.15,34.31,0,credit_card,10,2024.07.22
1271,standard,79.64,42.91,0,debit_card,15,30-07-2024
1272,standard,76.49,24.26,0,paypal,18,21-10-2024
1273,premium,90.98,40.97,0,debit_card,14,2024.05.15
1274,standard,38.18,16.37,0,debit_card,10,21-03-2024
1275,premium,78.77,49.65,0,credit_card,10,2024.12.23
1276,platinum,149.76,82.4,1,debit_card,21,2024.10.07
1277,standard,39.5,13.51,0,paypal,15,2024.02.01
1278,standard,28.61,14.24,0,credit_card,22,10-07-2024
1279,standard,25.13,12.17,0,paypal,14,20-05-2024
1280,standard,60.55,35.73,0,paypal,10,07-05-2024
1281,premium,132.22,83.63,0,paypal,10,27-10-2024
1282,platinum,179.51,102.75,0,credit_card,12,2024.09.18
1283,platinum,259.33,163.5,0,credit_card,21,27-05-2024
1284,standard,62.06,33.67,0,paypal,21,24-07-2024
1285,platinum,72.84,40.25,0,paypal,9,2024.02.13
1286,platinum,53.49,37.44,0,credit_card,11,04-01-2024
1287,premium,151.08,105.24,0,credit_card,22,2024.10.29
1288,standard,5.0,2.64,0,credit_card,13,06-08-2024
1289,standard,50.19,28.42,0,credit_card,18,2024.07.03
1290,platinum,240.39,143.94,0,credit_card,9,2024.01.19
1291,platinum,154.73,91.15,0,credit_card,18,2024.11.14
1292,standard,70.09,24.21,0,paypal,12,2024.11.19
1293,standard,35.34,16.35,0,credit_card,21,25-04-2024
1294,premium,134.73,69.59,0,credit_card,19,14-04-2024
1295,premium,53.41,22.96,0,paypal,13,11-03-2024
1296,platinum,222.07,139.81,0,debit_card,15,02-09-2024
1297,standard,46.46,23.63,0,debit_card,19,28-03-2024
1298,platinum,205.08,143.39,0,paypal,20,22-10-2024
1299,platinum,314.83,176.47,0,debit_card,15,12-02-2024
1300,standard,48.25,18.07,0,credit_card,18,2024.08.16
1301,standard,39.04,22.1,0,debit_card,12,2024.04.22
1302,standard,32.6,12.78,0,paypal,18,2024.12.22
1303,standard,77.67,34.56,0,paypal,11,07-11-2024
1304,standard,65.99,21.38,0,credit_card,15,2024.08.26
1305,platinum,,121.35,0,credit_card,21,06-08-2024
1306,standard,39.79,22.13,0,paypal,11,15-04-2024
1307,premium,110.04,57.59,0,credit_card,15,2024.07.28
1308,standard,28.48,15.21,1,credit_card,20,2024.08.09
1309,premium,110.06,47.75,0,paypal,19,08-07-2024
1310,standard,55.11,29.27,0,debit_card,15,2024.01.16
1311,standard,46.47,16.52,0,credit_card,15,04-05-2024
1312,premium,141.72,78.81,0,debit_card,15,2024.04.20
1313,premium,84.18,43.82,0,credit_card,21,23-10-2024
1314,standard,75.56,24.43,0,debit_card,11,18-08-2024
1315,platinum,65.95,34.82,0,credit_card,14,11-01-2024
1316,platinum,218.55,111.93,0,credit_card,21,19-08-2024
1317,platinum,126.91,70.42,0,credit_card,20,2024.06.21
1318,standard,46.01,20.07,0,paypal,20,2024.05.22
1319,platinum,116.76,81.05,0,debit_card,12,2024.12.22
1320,premium,98.69,39.8,0,paypal,20,2024.03.08
1321,standard,41.81,18.15,0,credit_card,12,2024.02.22
1322,platinum,87.64,59.33,1,credit_card,11,07-04-2024
1323,standard,44.45,26.24,0,paypal,12,2024.06.03
1324,standard,74.6,35.59,0,credit_card,18,2024.10.31
1325,platinum,172.43,125.39,0,credit_card,19,04-11-2024
1326,standard,64.75,38.68,0,credit_card,19,29-11-2024
1327,standard,43.95,26.24,0,credit_card,13,2024.05.01
1328,standard,53.61,23.66,0,credit_card,11,2024.02.21
1329,standard,71.33,26.17,0,credit_card,14,04-02-2024
1330,standard,43.46,22.82,0,credit_card,10,18-12-2024
1331,platinum,146.95,93.04,0,paypal,22,15-01-2024
1332,platinum,356.03,191.5,0,credit_card,13,19-06-2024
1333,standard,73.37,24.34,0,credit_card,22,26-04-2024
1334,premium,80.14,39.15,1,paypal,11,26-12-2024
1335,standard,86.97,42.82,0,paypal,18,2024.11.10
1336,platinum,126.61,89.25,1,credit_card,13,01-02-2024
1337,standard,45.44,27.07,0,paypal,11,2024.08.30
1338,standard,78.22,24.78,0,credit_card,21,2024.03.18
1339,standard,57.62,27.22,0,credit_card,20,08-08-2024
1340,premium,101.69,63.88,1,credit_card,13,2024.09.09
1341,standard,61.95,31.27,0,credit_card,21,2024.10.24
1342,platnum,26.18,12.84,0,credit_card,14,2024.01.30
1343,standard,44.2,24.3,0,credit_card,18,27-07-2024
1344,standrad,18.47,7.21,0,credit_card,13,12-05-2024
1345,platinum,233.41,136.57,0,credit_card,9,06-06-2024
1346,standard,41.6,21.41,0,credit_card,9,2024.05.03
1347,standard,36.02,18.14,1,debit_card,19,2024.10.18
1348,platinum,63.06,41.43,0,credit_card,19,07-12-2024
1349,standard,30.58,12.94,0,credit_card,21,2024.11.18
1350,standard,57.82,32.74,0,paypal,15,17-07-2024
1351,premium,16.78,9.23,0,paypal,20,06-07-2024
1352,standard,36.43,21.17,0,paypal,9,2024.06.03
1353,standard,29.79,16.6,0,debit_card,12,17-06-2024
1354,standard,55.69,30.51,0,credit_card,10,2024.10.30
1355,standard,87.08,27.72,0,credit_card,11,2024.03.25
1356,standard,39.31,19.76,1,credit_card,11,25-09-2024
1357,standard,36.67,15.0,0,credit_card,19,17-12-2024
1358,standard,52.7,20.47,0,debit_card,19,19-06-2024
1359,premuim,47.65,19.19,0,credit_card,9,07-03-2024
1360,standard,68.82,39.91,0,credit_card,13,17-09-2024
1361,platinum,283.16,171.61,0,credit_card,15,26-11-2024
1362,standrad,141.9,75.58,0,credit_card,15,18-01-2024
1363,platinum,185.31,136.21,1,paypal,11,01-09-2024
1364,standard,19.22,6.56,0,credit_card,21,2024.09.18
1365,standard,53.01,16.98,0,debit_card,9,13-05-2024
1366,standard,46.1,27.43,0,credit_card,18,2024.07.21
1367,standard,70.62,36.31,0,credit_card,21,21-02-2024
1368,standard,47.16,16.46,0,credit_card,11,24-01-2024
1369,standard,20.66,7.21,0,paypal,14,08-07-2024
1370,platinum,203.29,118.66,0,credit_card,10,2024.04.17
1371,standard,54.33,31.0,0,debit_card,9,29-11-2024
1372,platinum,179.34,113.23,0,credit_card,14,2024.06.11
1373,platinum,198.44,109.53,0,paypal,14,2024.06.27
1374,standard,67.74,37.66,0,credit_card,10,2024.09.06
1375,standard,5.0,2.34,0,paypal,12,11-07-2024
1376,standard,48.04,20.44,0,credit_card,11,2024.10.05
1377,platinum,121.56,62.28,0,credit_card,21,26-12-2024
1378,premium,,109.26,0,credit_card,9,2024.06.21
1379,platnum,45.77,21.3,0,credit_card,13,2024.03.26
1380,premium,48.17,25.25,0,debit_card,20,10-04-2024
1381,premium,89.16,47.45,0,credit_card,12,22-11-2024
1382,platnum,22.5,11.52,0,credit_card,20,25-07-2024
1383,standard,65.91,24.64,0,credit_card,21,13-09-2024
1384,standard,37.09,13.8,0,debit_card,9,2024.10.30
1385,standard,129.46,75.51,0,debit_card,9,2024.09.12
1386,standard,67.22,21.5,0,credit_card,15,13-02-2024
1387,standard,52.49,21.35,0,credit_card,13,16-01-2024
1388,standard,5.0,2.82,0,credit_card,9,2024.06.13
1389,platnum,5.0,2.0,0,credit_card,21,11-10-2024
1390,standard,68.2,38.2,0,credit_card,12,2024.09.13
1391,standard,86.38,38.25,0,credit_card,18,2024.05.24
1392,standard,72.4,40.36,0,credit_card,21,06-07-2024
1393,standard,73.24,43.11,1,credit_card,12,2024.05.05
1394,platinum,226.95,115.99,0,debit_card,22,15-12-2024
1395,premuim,71.7,30.68,0,credit_card,15,24-03-2024
1396,premium,100.89,44.88,0,credit_card,11,2024.09.22
1397,standard,87.61,31.41,0,debit_card,15,28-10-2024
1398,platinum,366.72,259.43,0,paypal,11,18-01-2024
1399,standard,,9.24,0,credit_card,18,2024.09.06
1400,standard,95.78,45.27,0,paypal,14,2024.04.22
1401,standard,51.13,27.88,0,credit_card,9,27-05-2024
1402,premium,37.43,22.67,0,credit_card,11,2024.09.15
1403,standard,55.6,21.11,0,credit_card,18,17-09-2024
1404,premium,76.4,48.35,0,credit_card,13,2024.08.28
1405,standard,55.04,23.62,0,credit_card,14,05-06-2024
1406,standard,64.17,21.21,0,debit_card,11,26-02-2024
1407,premium,42.59,18.11,0,paypal,19,13-03-2024
1408,standard,42.32,23.14,0,paypal,14,30-09-2024
1409,standard,84.02,48.37,0,paypal,12,10-01-2024
1410,standard,5.0,1.59,0,credit_card,13,2024.12.09
1411,premium,146.76,98.12,0,credit_card,10,2024.07.27
1412,standard,34.82,16.33,0,credit_card,11,01-12-2024
1413,standard,5.0,2.0,0,credit_card,19,26-02-2024
1414,premium,98.19,52.43,0,credit_card,11,20-12-2024
1415,platinum,240.07,138.25,1,debit_card,9,04-09-2024
1416,standard,22.91,13.09,0,credit_card,21,20-10-2024
1417,standard,67.56,29.61,1,paypal,20,25-07-2024
1418,standard,42.4,15.47,0,paypal,15,2024.01.02
1419,platinum,151.68,111.99,0,credit_card,10,24-12-2024
1420,standard,25.22,10.59,0,paypal,10,20-01-2024
1421,premium,92.2,53.84,0,credit_card,12,24-10-2024
1422,premium,86.16,51.49,0,debit_card,10,2024.06.05
1423,standard,67.12,27.19,0,debit_card,11,2024.11.04
1424,premium,57.71,25.33,0,credit_card,10,15-11-2024
1425,premuim,83.98,43.65,0,debit_card,18,02-06-2024
1426,standard,45.58,26.68,0,credit_card,12,12-01-2024
1427,standard,39.43,17.4,0,credit_card,10,21-10-2024
1428,premuim,48.75,24.4,0,credit_card,20,21-03-2024
1429,standard,10.63,6.12,0,credit_card,14,04-04-2024
1430,premium,80.15,50.57,0,credit_card,19,30-09-2024
1431,platinum,5.0,3.02,0,credit_card,19,06-04-2024
1432,premium,188.06,99.26,0,paypal,13,10-07-2024
1433,standard,31.3,12.86,0,credit_card,12,2024.05.24
1434,platinum,197.48,142.36,1,credit_card,9,2024.10.03
1435,premium,83.34,53.57,0,credit_card,13,2024.02.27
1436,standard,57.93,32.97,0,debit_card,19,2024.06.07
1437,standard,69.98,22.84,1,credit_card,10,2024.10.31
1438,standard,67.92,29.27,0,credit_card,11,30-03-2024
1439,standard,57.34,25.26,0,debit_card,10,07-02-2024
1440,standard,70.65,34.01,0,credit_card,12,18-04-2024
1441,premium,35.48,17.38,0,credit_card,9,2024.07.01
1442,standard,46.62,20.31,0,credit_card,10,2024.01.27
1443,standard,5.0,1.61,0,debit_card,14,11-01-2024
1444,platinum,203.14,134.05,0,credit_card,12,19-01-2024
1445,standard,42.51,17.81,0,credit_card,22,2024.08.31
1446,standard,78.48,33.31,0,debit_card,18,03-03-2024
1447,premium,106.18,42.72,0,credit_card,21,2024.07.08
1448,premium,135.9,86.01,0,debit_card,9,21-07-2024
1449,premium,104.16,44.79,0,paypal,15,28-09-2024
1450,premium,176.85,72.75,0,credit_card,19,2024.09.27
1451,platinum,173.49,102.32,0,debit_card,10,2024.12.07
1452,premium,68.02,44.14,0,paypal,14,29-02-2024
1453,platinum,241.72,129.29,0,debit_card,10,22-02-2024
1454,premium,140.42,80.83,0,credit_card,13,07-11-2024
1455,premium,79.46,46.8,0,debit_card,9,2024.05.17
1456,platinum,225.98,143.54,0,credit_card,20,2024.07.26
1457,standard,19.42,6.73,0,paypal,11,2024.01.25
1458,standard,93.8,29.27,0,paypal,11,2024.05.01
1459,platinum,291.44,161.88,0,paypal,14,2024.07.01
1460,premium,31.28,16.77,0,credit_card,14,25-12-2024
1461,standard,74.46,32.34,0,paypal,15,15-11-2024
1462,premium,152.83,102.82,0,credit_card,20,2024.10.24
1463,standard,70.05,40.21,0,credit_card,11,05-03-2024
1464,standard,73.58,25.6,0,paypal,9,2024.01.04
1465,platinum,296.03,150.37,0,credit_card,21,12-04-2024
1466,standard,76.66,30.53,1,paypal,10,12-05-2024
1467,standard,98.83,50.22,1,debit_card,10,19-07-2024
1468,standard,81.42,47.63,0,credit_card,13,17-08-2024
1469,standard,40.98,21.6,0,credit_card,13,15-05-2024
1470,premium,137.15,74.32,0,credit_card,9,2024.07.26
1471,standard,26.87,11.59,1,credit_card,13,13-12-2024
1472,standard,66.51,35.93,0,credit_card,20,2024.01.12
1473,premium,,31.69,0,debit_card,10,11-01-2024
1474,standard,51.23,19.7,0,paypal,11,2024.03.24
1475,standard,101.7,54.94,0,debit_card,10,04-11-2024
1476,platinum,177.23,95.12,0,credit_card,20,2024.09.07
1477,platinum,222.35,136.74,1,debit_card,10,2024.08.10
1478,premium,137.06,63.24,0,credit_card,15,13-09-2024
1479,standard,5.0,1.54,0,paypal,9,01-11-2024
1480,standard,106.33,47.08,0,debit_card,9,09-10-2024
1481,premium,148.97,101.89,0,debit_card,14,2024.11.10
1482,premium,52.44,28.91,1,debit_card,14,07-11-2024
1483,premium,76.47,43.79,0,credit_card,12,2024.04.16
1484,standard,35.55,14.09,0,credit_card,11,01-02-2024
1485,platinum,169.46,108.84,0,debit_card,20,13-09-2024
1486,premium,136.42,78.91,0,credit_card,13,01-02-2024
1487,standard,,16.08,0,debit_card,22,2024.07.29
1488,standard,53.15,25.4,0,credit_card,10,2024.02.22
1489,standard,75.82,43.82,0,credit_card,19,21-01-2024
1490,standard,76.09,24.09,1,debit_card,13,03-02-2024
1491,standard,50.85,21.35,0,credit_card,14,2024.09.30
1492,standard,86.51,39.53,0,credit_card,13,26-09-2024
1493,premium,97.77,62.09,0,paypal,13,25-06-2024
1494,platinum,121.87,62.73,0,credit_card,22,20-11-2024
1495,standard,46.36,17.15,0,credit_card,13,26-01-2024
1496,standard,5.0,2.11,0,paypal,12,07-05-2024
1497,premium,100.29,68.85,0,debit_card,9,27-06-2024
1498,standard,64.52,20.09,0,credit_card,11,20-06-2024
1499,platinum,268.19,194.49,1,credit_card,11,09-01-2024
1500,standard,44.03,24.61,0,credit_card,9,2024.09.17
1501,platinum,218.22,147.18,0,credit_card,19,24-07-2024
1502,premium,105.6,67.7,0,paypal,14,19-02-2024
1503,standard,38.84,20.15,0,debit_card,11,21-08-2024
1504,standard,26.75,12.15,1,credit_card,10,22-01-2024
1505,standard,40.34,13.82,0,credit_card,10,04-09-2024
1506,premium,42.49,18.82,0,credit_card,13,2024.09.25
1507,premium,140.29,82.29,0,credit_card,9,03-06-2024
1508,standard,72.35,41.37,0,paypal,10,2024.10.21
1509,standard,108.11,54.45,0,credit_card,13,2024.12.25
1510,standard,75.73,34.15,0,credit_card,11,2024.12.19
1511,premium,18.85,12.1,0,credit_card,14,22-09-2024
1512,standard,93.79,54.9,0,credit_card,12,21-06-2024
1513,standard,66.89,36.6,0,paypal,13,12-02-2024
1514,premuim,99.49,66.2,0,debit_card,18,30-09-2024
1515,standard,54.89,17.54,0,credit_card,15,2024.09.30
1516,premium,123.49,83.26,0,credit_card,19,03-11-2024
1517,standard,41.91,16.95,0,credit_card,14,28-01-2024
1518,standard,61.47,24.74,0,paypal,15,17-03-2024
1519,standard,42.58,18.67,0,paypal,14,2024.10.09
1520,standard,45.36,18.04,0,credit_card,19,01-01-2024
1521,premium,142.56,73.88,0,debit_card,9,2024.07.30
1522,standard,79.73,37.15,0,credit_card,11,2024.01.28
1523,standard,70.22,28.03,0,credit_card,22,06-06-2024
1524,premium,46.22,25.44,0,paypal,19,2024.10.24
1525,standard,53.98,20.02,0,credit_card,19,2024.08.19
1526,standard,87.87,29.39,0,paypal,13,2024.01.22
1527,standard,40.26,21.71,1,credit_card,18,02-08-2024
1528,standard,34.19,14.48,0,debit_card,14,2024.02.27
1529,platnum,48.82,19.17,0,credit_card,19,14-12-2024
1530,premium,,85.14,0,debit_card,11,2024.12.10
1531,platinum,226.36,163.63,0,credit_card,22,07-12-2024
1532,premuim,70.46,26.47,0,credit_card,14,12-05-2024
1533,standard,28.47,13.21,0,paypal,19,19-05-2024
1534,platinum,287.19,151.24,0,credit_card,11,2024.05.17
1535,standard,54.79,27.65,0,debit_card,12,04-07-2024
1536,standard,70.0,41.36,0,credit_card,21,2024.10.01
1537,premium,63.32,43.93,0,credit_card,15,23-12-2024
1538,standard,35.55,17.52,0,paypal,20,25-08-2024
1539,standard,52.49,24.92,0,debit_card,22,08-02-2024
1540,standard,84.82,37.61,0,debit_card,11,2024.08.23
1541,standard,61.52,20.26,0,credit_card,21,31-10-2024
1542,platinum,183.03,114.35,0,paypal,12,2024.07.17
1543,premium,104.15,65.16,0,debit_card,10,2024.09.07
1544,standard,57.22,30.17,0,credit_card,18,13-08-2024
1545,standard,24.24,14.53,0,debit_card,9,2024.09.12
1546,standard,77.39,25.42,0,credit_card,19,27-11-2024
1547,standard,70.97,31.62,0,credit_card,10,29-04-2024
1548,premium,89.51,42.93,0,debit_card,14,24-05-2024
1549,standard,51.39,28.12,1,credit_card,20,19-11-2024
1550,standard,47.07,27.79,0,credit_card,10,14-08-2024
1551,standard,54.42,28.57,0,credit_card,21,2024.10.30
1552,premium,113.19,78.64,1,credit_card,14,2024.04.08
1553,standard,101.49,48.22,0,debit_card,22,22-05-2024
1554,standard,36.6,16.79,0,credit_card,22,14-09-2024
1555,standard,100.41,35.31,0,paypal,14,20-07-2024
1556,premium,98.74,43.97,0,paypal,22,05-10-2024
1557,standard,27.14,15.22,0,credit_card,19,02-03-2024
1558,standard,91.65,49.56,0,credit_card,21,08-09-2024
1559,premium,178.48,89.7,0,credit_card,15,2024.05.13
1560,standard,34.67,13.06,0,paypal,20,2024.01.31
1561,standard,27.07,9.31,0,debit_card,22,2024.02.20
1562,premium,96.87,55.24,0,credit_card,12,20-05-2024
1563,premium,16.27,7.06,0,credit_card,10,2024.09.08
1564,standard,,22.97,0,credit_card,13,2024.09.24
1565,standard,69.15,29.26,0,credit_card,12,2024.06.04
1566,standard,69.58,32.7,0,debit_card,14,2024.03.09
1567,premium,75.46,32.42,0,debit_card,18,08-03-2024
1568,premium,145.37,86.45,1,credit_card,12,04-02-2024
1569,standard,62.27,34.04,1,debit_card,22,2024.02.20
1570,premium,25.09,13.23,0,paypal,15,2024.02.03
1571,platinum,161.0,118.5,0,credit_card,12,22-12-2024
1572,standard,41.5,18.95,0,debit_card,14,10-09-2024
1573,platinum,187.62,110.19,0,credit_card,13,2024.09.24
1574,premium,14.72,10.16,0,debit_card,21,09-04-2024
1575,standard,57.91,25.16,0,credit_card,11,2024.02.04
1576,standard,50.44,16.77,0,credit_card,10,20-09-2024
1577,standard,47.69,22.19,0,paypal,20,2024.05.22
1578,standard,66.01,34.94,0,paypal,10,27-11-2024
1579,standard,13.25,4.44,0,credit_card,19,16-04-2024
1580,premium,87.41,35.28,0,paypal,20,2024.05.19
1581,standard,53.26,26.74,0,credit_card,12,23-08-2024
1582,standard,93.93,39.39,0,credit_card,9,04-10-2024
1583,premuim,177.03,91.57,1,credit_card,10,2024.07.10
1584,standard,21.47,10.22,0,credit_card,10,12-02-2024
1585,premuim,341.21,187.35,0,debit_card,21,19-09-2024
1586,platinum,221.78,149.72,0,paypal,13,30-12-2024
1587,platnum,69.62,21.4,0,credit_card,19,2024.09.03
1588,platinum,217.46,110.04,0,debit_card,12,17-11-2024
1589,standard,47.97,28.5,1,debit_card,15,2024.12.06
1590,platinum,257.1,153.24,1,debit_card,9,19-10-2024
1591,standard,69.74,26.66,0,credit_card,19,2024.08.17
1592,standard,75.92,31.68,0,credit_card,11,01-12-2024
1593,premium,140.62,82.26,1,debit_card,21,2024.08.21
1594,standard,21.69,9.44,0,credit_card,15,25-03-2024
1595,platinum,213.73,138.61,1,credit_card,22,21-12-2024
1596,standard,53.79,26.29,0,credit_card,19,13-05-2024
1597,platnum,101.15,53.48,0,credit_card,14,2024.05.29
1598,premuim,127.73,83.16,0,credit_card,15,2024.12.11
1599,standard,78.19,35.84,0,credit_card,18,16-11-2024
1600,standard,90.76,33.01,0,credit_card,18,2024.07.02
1601,standard,47.67,21.07,0,debit_card,15,17-09-2024
1602,standard,60.11,28.29,0,paypal,15,2024.09.15
1603,standard,63.72,22.56,0,credit_card,11,2024.11.07
1604,standard,65.94,30.17,0,credit_card,11,19-07-2024
1605,platinum,200.78,110.27,0,credit_card,15,01-05-2024
1606,premium,73.14,38.86,0,credit_card,10,04-06-2024
1607,standard,46.93,26.14,0,credit_card,15,09-06-2024
1608,premium,158.88,106.76,0,credit_card,18,09-12-2024
1609,premium,90.76,46.08,1,credit_card,18,26-12-2024
1610,standard,,19.24,0,credit_card,12,2024.11.14
1611,standard,77.47,40.15,0,credit_card,18,2024.11.02
1612,platinum,237.38,145.69,0,debit_card,10,20-12-2024
1613,standard,48.06,25.32,0,credit_card,18,29-05-2024
1614,platinum,171.88,89.77,0,debit_card,14,15-01-2024
1615,standard,25.32,9.89,1,debit_card,11,27-08-2024
1616,standard,8.21,2.48,0,credit_card,22,30-05-2024
1617,standard,21.48,6.88,0,credit_card,21,2024.10.13
1618,standard,84.78,45.53,0,debit_card,14,25-06-2024
1619,premium,60.31,32.38,0,credit_card,20,2024.12.17
1620,premium,138.77,88.71,0,credit_card,21,29-02-2024
1621,standard,65.56,32.4,0,paypal,21,25-10-2024
1622,standard,46.07,24.18,0,credit_card,21,27-10-2024
1623,premium,42.94,19.48,0,credit_card,19,2024.08.27
1624,standard,42.36,20.79,0,credit_card,18,2024.11.08
1625,premium,121.71,67.09,1,paypal,9,07-05-2024
1626,premium,63.71,27.32,0,credit_card,22,11-08-2024
1627,standard,91.52,33.88,0,debit_card,15,2024.05.30
1628,premium,147.47,75.99,0,debit_card,13,08-09-2024
1629,standard,5.0,2.03,0,credit_card,19,21-03-2024
1630,standard,29.06,13.42,0,credit_card,13,09-10-2024
1631,standard,32.21,14.39,0,credit_card,14,2024.02.14
1632,standard,34.83,16.09,0,debit_card,14,02-06-2024
1633,platinum,264.65,192.24,0,credit_card,18,2024.06.21
1634,standard,32.24,17.81,0,credit_card,20,2024.09.17
1635,standard,,2.46,0,paypal,13,01-04-2024
1636,standard,88.5,34.3,0,credit_card,14,28-01-2024
1637,platinum,340.38,242.84,0,credit_card,10,2024.11.09
1638,standard,52.95,16.62,0,credit_card,14,2024.10.19
1639,standard,23.32,10.92,0,paypal,15,30-08-2024
1640,standard,46.29,21.11,0,debit_card,11,2024.03.25
1641,standard,58.01,20.56,0,debit_card,10,2024.10.31
1642,standard,65.28,36.74,0,debit_card,14,30-01-2024
1643,standard,40.54,23.95,0,credit_card,20,03-10-2024
1644,premium,82.37,53.5,0,debit_card,11,31-01-2024
1645,standard,68.77,26.02,1,credit_card,21,2024.05.01
1646,standard,5.0,1.59,0,credit_card,18,17-12-2024
1647,standard,61.16,21.94,0,paypal,11,11-09-2024
1648,standard,67.99,28.72,0,credit_card,18,04-08-2024
1649,standard,42.0,22.74,0,paypal,15,2024.10.06
1650,premium,71.39,31.56,0,paypal,10,11-06-2024
1651,standard,39.39,20.01,0,debit_card,20,2024.12.22
1652,standard,48.7,18.73,0,credit_card,14,24-04-2024
1653,standard,44.7,21.59,0,credit_card,9,28-11-2024
1654,standard,43.91,16.24,0,credit_card,13,2024.10.17
1655,standard,42.46,19.57,0,credit_card,21,29-08-2024
1656,standard,70.28,22.69,0,credit_card,9,05-02-2024
1657,standard,70.85,41.09,0,credit_card,15,10-08-2024
1658,standard,85.21,30.54,0,debit_card,12,2024.09.13
1659,premium,123.18,64.85,0,debit_card,15,2024.08.24
1660,premium,101.36,60.7,0,credit_card,18,2024.11.13
1661,standard,96.54,35.72,0,paypal,11,28-08-2024
1662,standard,60.86,30.37,0,credit_card,15,09-07-2024
1663,platinum,112.71,66.86,0,credit_card,10,2024.09.01
1664,premium,108.81,44.73,0,credit_card,20,2024.03.20
1665,standard,66.93,32.6,0,debit_card,18,21-07-2024
1666,standard,31.48,16.8,0,debit_card,9,2024.12.06
1667,standard,66.07,26.06,0,credit_card,19,06-02-2024
1668,standard,21.29,11.41,0,credit_card,10,28-07-2024
1669,standard,38.43,17.04,0,credit_card,21,2024.09.20
1670,premium,158.68,65.79,0,credit_card,14,28-09-2024
1671,standard,70.85,23.85,0,debit_card,19,24-02-2024
1672,platinum,251.93,160.93,0,credit_card,15,13-05-2024
1673,premium,117.31,59.03,0,credit_card,19,2024.10.18
1674,standard,97.27,35.91,0,credit_card,20,15-06-2024
1675,premium,109.06,63.34,0,credit_card,11,19-11-2024
1676,premium,21.23,14.58,0,paypal,9,14-10-2024
1677,standard,45.72,14.75,0,credit_card,18,2024.12.01
1678,standard,,36.74,0,paypal,9,2024.08.23
1679,standard,95.14,50.11,0,credit_card,19,2024.11.10
1680,standard,71.06,35.69,0,paypal,20,2024.10.09
1681,standard,73.91,42.3,0,paypal,15,09-05-2024
1682,platinum,257.59,176.12,0,debit_card,13,15-07-2024
1683,premium,50.06,20.43,0,credit_card,9,27-04-2024
1684,premium,131.02,65.01,0,paypal,9,2024.02.09
1685,standard,51.53,19.85,0,credit_card,14,01-06-2024
1686,standard,13.61,6.74,0,debit_card,21,15-11-2024
1687,standard,20.44,10.76,0,credit_card,15,14-04-2024
1688,standard,89.16,36.87,0,paypal,20,2024.08.16
1689,standard,35.97,13.83,0,debit_card,13,2024.09.11
1690,premium,109.41,61.97,0,paypal,10,05-09-2024
1691,standard,61.29,29.91,0,debit_card,22,11-09-2024
1692,standard,64.28,37.35,0,credit_card,12,15-03-2024
1693,standard,71.5,22.32,0,debit_card,11,2024.06.22
1694,platinum,208.1,150.6,0,debit_card,13,09-05-2024
1695,standard,50.16,16.21,0,paypal,14,2024.04.23
1696,standard,,26.71,0,debit_card,19,15-03-2024
1697,standard,81.13,38.79,0,debit_card,13,2024.05.06
